video_id,label,scene,weather,light,time_of_alert,time_of_event,duration_s,fps,theta_used,n_frames,status,split,failure_tags,t_peak,s_peak,s_at_alert,s_at_event,lead_to_alert_s,lead_to_event_s,hit_alert,hit_event,false_positive,predicted_positive,n_eval_frames,hit_early_500ms,hit_early_1000ms,hit_early_1500ms
00019,1,Urban,Clear,Bright,19.341,19.896,40.06535947712418,30.6,6.7908898322413265,134,ok,evaluation,,17.45098039215686,4.912401094115986,1.2914720679859655,2.8575279673751925,1.89001960784314,2.4450196078431397,False,False,,False,119,False,False,False
00077,1,Highway,Cloudy,Normal,17.645,19.964,40.74074074074074,29.7,6.7908898322413265,134,ok,validation,,19.8989898989899,3.1819292190171065,0.33949946994585073,3.1819292190171065,-2.2539898989899,0.06501010101009896,False,False,,False,119,False,False,False
00078,1,Urban,Cloudy,Normal,18.0,18.933,39.4,30.0,6.7908898322413265,134,ok,evaluation,ego_shake;good_loom,18.866666666666667,6.0142319073585835,4.115264551303016,6.0142319073585835,-0.8666666666666671,0.06633333333333269,False,False,,False,119,False,False,False
00081,1,Rural,Cloudy,Normal,18.533,18.667,38.733333333333334,30.0,6.7908898322413265,134,ok,evaluation,,17.966666666666665,1.1742525277391254,-0.010240227205285751,-0.4459039214030625,0.5663333333333362,0.7003333333333366,False,False,,False,119,False,False,False
00093,1,Highway,Snow,Dark,7.533,9.933,18.0,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,9.866666666666667,2.8333037534415935,-0.8464040110361128,2.8333037534415935,-2.333666666666667,0.06633333333333269,False,False,,False,119,False,False,False
00108,1,Urban,Clear,Dark,18.233,19.3,40.266666666666666,30.0,6.7908898322413265,135,ok,validation,low_visibility,19.233333333333334,1.6937783691714285,-1.7500505295337403,1.6937783691714285,-1.0003333333333337,0.06666666666666643,False,False,,False,119,False,False,False
00143,1,Sub-urban,Cloudy,Normal,18.929,20.074,39.77049180327869,30.5,6.7908898322413265,134,ok,evaluation,ego_shake,16.360655737704917,9.834854514156268,2.774157835375367,1.8708480895962345,2.5683442622950814,3.7133442622950845,False,True,,True,119,True,True,True
00235,1,Other,Clear,Normal,7.228,9.177,18.0,30.0,6.7908898322413265,134,ok,validation,,7.333333333333333,0.5946134143787001,0.4083894706919845,-0.2621056943283797,-0.10533333333333328,1.8436666666666666,False,False,,False,119,False,False,False
00254,1,Urban,Clear,Normal,17.2,18.533,40.2,30.0,6.7908898322413265,134,ok,evaluation,,17.4,5.801054016559021,4.721082925151562,1.278909346692199,-0.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00300,1,Highway,Clear,Normal,8.464,10.064,18.0,30.0,6.7908898322413265,134,ok,evaluation,good_loom,10.0,14.240634245723074,1.4447930305259902,14.240634245723074,-1.5359999999999996,0.06400000000000006,True,True,,True,119,False,False,False
00418,1,Urban,Clear,Twilight,18.4,20.033,40.36666666666667,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,19.966666666666665,3.3888420909893755,0.017886014451651895,3.3888420909893755,-1.5666666666666664,0.06633333333333624,False,False,,False,119,False,False,False
00447,1,Nature,Clear,Normal,8.929,10.195,19.0,30.0,6.7908898322413265,134,ok,evaluation,,7.666666666666667,0.27165197589856405,0.18181205332831363,0.17848145766133572,1.2623333333333333,2.5283333333333333,False,False,,False,119,False,False,False
00463,1,Sub-urban,Clear,Dark,19.333,20.433,40.4,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,20.233333333333334,1.492455284094321,-0.9571159158927177,1.264581779772319,-0.9003333333333359,0.19966666666666555,False,False,,False,119,False,False,False
00469,1,Highway,Clear,Bright,17.471,18.489,39.43859649122807,28.5,6.7908898322413265,134,ok,validation,,10.842105263157896,6.9915243569319045,-1.0003767126266083,-0.6937959602188957,6.6288947368421045,7.646894736842105,False,True,,True,119,True,True,True
00501,1,Urban,Clear,Bright,18.077,20.296,39.93464052287582,30.6,6.7908898322413265,134,ok,evaluation,,19.901960784313726,2.4091181919997973,0.5637217677502478,1.4164277061959285,-1.824960784313724,0.39403921568627354,False,False,,False,119,False,False,False
00510,1,Urban,Rain,Normal,17.5,18.633,40.1,30.0,6.7908898322413265,134,ok,evaluation,ego_shake;good_loom,15.7,9.98352179911144,8.626525512981122,6.642158130503362,1.8000000000000007,2.933,True,True,,True,119,True,True,True
00528,1,Industrial,Clear,Normal,55.467,56.8,60.0,30.0,6.7908898322413265,135,ok,validation,good_loom,56.733333333333334,8.431985559240186,-0.01182152237781179,8.431985559240186,-1.2663333333333355,0.06666666666666288,True,True,,True,119,False,False,False
00533,1,Other,Clear,Twilight,17.267,19.767,40.03333333333333,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,18.133333333333333,-0.41989441595477406,-0.9267628874805761,-0.8727348398187886,-0.8663333333333334,1.6336666666666666,False,False,,False,119,False,False,False
00544,1,Rural,Clear,Normal,20.354,21.455,40.33444816053512,29.9,6.7908898322413265,134,ok,evaluation,,20.93645484949833,3.3010749498581724,1.8613620916939206,1.2620660035398201,-0.5824548494983297,0.5185451505016694,False,False,,False,119,False,False,False
00588,1,Highway,Clear,Dark,17.5,19.3,40.166666666666664,30.0,6.7908898322413265,135,ok,evaluation,low_visibility,12.3,0.09620682432264026,-0.28033703981746566,-1.1114498161062554,5.199999999999999,7.0,False,False,,False,119,False,False,False
00617,1,Highway,Clear,Dark,18.453,19.661,39.57516339869281,30.6,6.7908898322413265,134,ok,validation,low_visibility,12.026143790849673,0.7485796008232855,-0.16894766081039664,0.5207096703411027,6.426856209150326,7.634856209150328,False,False,,False,119,False,False,False
00623,1,Highway,Clear,Twilight,19.568,20.058,40.29411764705882,30.6,6.7908898322413265,134,ok,evaluation,low_visibility,19.34640522875817,-0.4598051227022095,-0.8752836979079883,-0.7873485143283647,0.2215947712418327,0.7115947712418311,False,False,,False,119,False,False,False
00629,1,Sub-urban,Clear,Twilight,8.398,10.431,19.0,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,10.033333333333333,1.6909336993691082,0.5458863145427677,0.6214688803796591,-1.6353333333333335,0.39766666666666595,False,False,,False,119,False,False,False
00639,1,Sub-urban,Cloudy,Twilight,17.951,19.953,40.434782608695656,29.9,6.7908898322413265,134,ok,evaluation,ego_shake;low_visibility,13.31103678929766,5.609103576235668,2.83629484641391,2.742742579101466,4.639963210702341,6.64196321070234,False,False,,False,119,False,False,False
00675,1,Sub-urban,Clear,Twilight,18.5,19.2,40.56666666666667,30.0,6.7908898322413265,135,ok,evaluation,low_visibility,13.2,0.49883124999563405,-0.05402174150974287,-0.6562993296270867,5.300000000000001,6.0,False,False,,False,119,False,False,False
00705,1,Other,Rain,Normal,19.867,21.86,40.65359477124183,30.6,6.7908898322413265,134,ok,evaluation,low_visibility,14.542483660130719,4.2911714211789995,0.7434115460711856,1.2274526687987288,5.324516339869282,7.317516339869281,False,False,,False,119,False,False,False
00742,1,Urban,Clear,Dark,19.431,20.168,40.033557046979865,29.8,6.7908898322413265,134,ok,evaluation,low_visibility,19.328859060402685,3.1555894561404187,2.951093618891362,1.9053054376571668,0.10214093959731585,0.8391409395973142,False,False,,False,119,False,False,False
00750,1,Other,Clear,Normal,19.426,21.025,39.72696245733788,29.3,6.7908898322413265,134,ok,validation,,19.658703071672356,4.491245856743402,3.7377130087199513,-0.16215376710223167,-0.2327030716723577,1.3662969283276425,False,False,,False,119,False,False,False
00751,1,Sub-urban,Cloudy,Normal,19.1,20.333,40.03333333333333,30.0,6.7908898322413265,134,ok,validation,,18.8,6.573840199762933,4.733745986487744,-0.11786009096396577,0.3000000000000007,1.5329999999999977,False,False,,False,119,False,False,False
00769,1,Urban,Clear,Twilight,18.7,20.433,40.06666666666667,30.0,6.7908898322413265,134,ok,validation,low_visibility,19.433333333333334,4.4969384636325325,4.0217123337127525,0.0010147291569406192,-0.7333333333333343,0.9996666666666663,False,False,,False,119,False,False,False
00773,1,Highway,Clear,Twilight,18.967,20.1,40.266666666666666,30.0,6.7908898322413265,135,ok,evaluation,good_loom,19.366666666666667,8.541713632044456,4.752079842247587,1.7202001819551083,-0.3996666666666684,0.7333333333333343,True,True,,True,119,True,False,False
00776,1,Urban,Clear,Twilight,18.089,19.818,40.108303249097474,27.7,6.7908898322413265,134,ok,evaluation,low_visibility,11.913357400722022,3.4281906962103785,1.5674522785623362,-1.2891718355793003,6.175642599277976,7.904642599277979,False,False,,False,119,False,False,False
00823,1,Sub-urban,Clear,Dark,34.9,36.4,40.6,30.0,6.7908898322413265,135,ok,evaluation,low_visibility,36.333333333333336,3.7196047504118495,0.30556521222005684,3.7196047504118495,-1.4333333333333371,0.06666666666666288,False,False,,False,119,False,False,False
00856,1,Highway,Clear,Normal,7.465,9.831,18.0,30.0,6.7908898322413265,134,ok,evaluation,,5.166666666666667,4.984717675675559,-1.3123321765581166,-1.3744720694932961,2.298333333333333,4.6643333333333326,False,False,,False,119,False,False,False
00877,1,Highway,Clear,Twilight,18.6,20.167,40.56666666666667,30.0,6.7908898322413265,134,ok,evaluation,,19.066666666666666,7.964100345036405,5.182338429433781,0.47632978823746264,-0.466666666666665,1.1003333333333352,True,True,,True,119,True,True,True
00887,1,Highway,Cloudy,Normal,19.167,19.967,40.833333333333336,30.0,6.7908898322413265,134,ok,evaluation,,16.533333333333335,-0.24916774018526489,-1.353026303903302,-0.7122792986765876,2.6336666666666666,3.4336666666666638,False,False,,False,119,False,False,False
00900,1,Sub-urban,Clear,Bright,17.942,21.177,40.36065573770492,30.5,6.7908898322413265,134,ok,evaluation,,16.524590163934427,6.165256767694137,3.2094761861359906,-1.2200098330921847,1.4174098360655734,4.652409836065573,False,False,,False,119,False,False,False
00905,1,Industrial,Clear,Normal,8.859,10.657,18.0,30.0,6.7908898322413265,134,ok,evaluation,,9.666666666666666,0.26601547664306363,-0.8318660686130929,-1.129539673874729,-0.8076666666666661,0.990333333333334,False,False,,False,119,False,False,False
00911,1,Other,Clear,Normal,18.162,19.122,39.20962199312714,29.1,6.7908898322413265,134,ok,evaluation,,18.659793814432987,-0.02734286367029326,-1.1782392103103176,-0.42600898025608597,-0.4977938144329883,0.46220618556701254,False,False,,False,119,False,False,False
00927,1,Urban,Clear,Dark,16.4,20.033,40.333333333333336,30.0,6.7908898322413265,134,ok,validation,low_visibility,19.566666666666666,3.3291872584001787,1.1894601074044457,2.931065084714974,-3.166666666666668,0.4663333333333348,False,False,,False,119,False,False,False
00929,1,Sub-urban,Clear,Dark,16.033,18.467,39.733333333333334,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,10.9,2.178992195584467,-0.8444383123656085,2.0450353578101614,5.133000000000001,7.566999999999998,False,False,,False,119,False,False,False
00935,1,Sub-urban,Clear,Normal,15.795,19.608,40.17064846416382,29.3,6.7908898322413265,134,ok,evaluation,,13.41296928327645,2.553602055660438,0.9703429689894446,-0.11463174120317074,2.38203071672355,6.195030716723551,False,False,,False,119,False,False,False
00937,1,Sub-urban,Clear,Twilight,18.3,20.167,40.93333333333333,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,19.866666666666667,1.1997817775352564,0.4881193404216287,0.6235661063290702,-1.5666666666666664,0.30033333333333445,False,False,,False,119,False,False,False
00957,1,Urban,Clear,Bright,18.67,19.719,39.25423728813559,29.5,6.7908898322413265,134,ok,evaluation,ego_shake;good_loom,19.661016949152543,8.20961454935015,4.681610422562959,8.20961454935015,-0.9910169491525416,0.05798305084745792,True,True,,True,119,False,False,False
00971,1,Highway,Clear,Dark,18.2,20.533,40.333333333333336,30.0,6.7908898322413265,134,ok,evaluation,low_visibility,19.4,1.4349474928423849,0.2326713467618831,0.2653230290341345,-1.1999999999999993,1.1330000000000027,False,False,,False,119,False,False,False
00979,1,Highway,Clear,Twilight,17.803,19.795,40.29411764705882,30.6,6.7908898322413265,134,ok,evaluation,low_visibility,16.96078431372549,0.7009081807095106,-0.08375302004880412,-0.3243812432250822,0.8422156862745105,2.8342156862745114,False,False,,False,119,False,False,False
01000,1,Rural,Cloudy,Normal,17.152,17.937,38.267973856209146,30.6,6.7908898322413265,134,ok,evaluation,,11.568627450980392,2.796435299639036,-0.7284555954783104,1.8223646116642467,5.583372549019609,6.368372549019609,False,False,,False,119,False,False,False
01024,1,Highway,Clear,Bright,17.633,20.667,40.3,30.0,6.7908898322413265,134,ok,evaluation,,17.166666666666668,6.809973871909779,3.7917963220711113,5.150884006149818,0.46633333333333127,3.5003333333333337,True,True,,True,119,True,True,True
