video_id,t,S
00300,2.1333333333333333,0.85192191634056991
00300,2.2000000000000002,0.90957361306295215
00300,2.2666666666666666,1.0015713942432067
00300,2.3333333333333335,1.0909257321194323
00300,2.3999999999999999,1.1563246642360907
00300,2.4666666666666668,1.5396536154765226
00300,2.5333333333333332,1.640779809900299
00300,2.6000000000000001,1.8756058655445633
00300,2.6666666666666665,2.2136109963808339
00300,2.7333333333333334,2.189457548387777
00300,2.7999999999999998,2.1949937841987506
00300,2.8666666666666667,2.2282448166206086
00300,2.9333333333333331,2.0308813136488912
00300,3,1.9981286519192603
00300,3.0666666666666669,1.8541481737859105
00300,3.1333333333333333,1.8831736928485845
00300,3.2000000000000002,1.8824136859048373
00300,3.2666666666666666,2.0553823509557443
00300,3.3333333333333335,2.086096988608249
00300,3.3999999999999999,2.4881525587458575
00300,3.4666666666666668,2.6251689070420312
00300,3.5333333333333332,2.6035845087761862
00300,3.6000000000000001,2.4783897194074163
00300,3.6666666666666665,2.3517633595614464
00300,3.7333333333333334,2.1827189111928744
00300,3.7999999999999998,2.1048086371315065
00300,3.8666666666666667,1.8856296269538551
00300,3.9333333333333331,1.7576103568188868
00300,4,1.693499610051667
00300,4.0666666666666664,1.6069119397080429
00300,4.1333333333333337,1.608163398922728
00300,4.2000000000000002,1.6191461361131942
00300,4.2666666666666666,1.7425330238443462
00300,4.333333333333333,1.5775666417952723
00300,4.4000000000000004,1.5272504125943127
00300,4.4666666666666668,1.5945187829231562
00300,4.5333333333333332,1.7249783436197932
00300,4.5999999999999996,1.9416992691041475
00300,4.666666666666667,2.0561584325652271
00300,4.7333333333333334,1.9989340741267714
00300,4.7999999999999998,1.9704754463997918
00300,4.8666666666666663,2.0315824621945127
00300,4.9333333333333336,2.0344491374862042
00300,5,2.0529269387510443
00300,5.0666666666666664,2.1944553096266777
00300,5.1333333333333337,2.2016826746649314
00300,5.2000000000000002,2.3323604390230646
00300,5.2666666666666666,2.3663934518850955
00300,5.333333333333333,2.3567760818162036
00300,5.4000000000000004,2.1781493921988142
00300,5.4666666666666668,2.1261045022024687
00300,5.5333333333333332,2.0942848851186979
00300,5.5999999999999996,2.0568805141697801
00300,5.666666666666667,2.1222216839174286
00300,5.7333333333333334,2.1028876837752257
00300,5.7999999999999998,2.1034080374476378
00300,5.8666666666666663,1.9935237652610764
00300,5.9333333333333336,2.0908538115720239
00300,6,2.111331468806025
00300,6.0666666666666664,2.2272065341111866
00300,6.1333333333333337,2.3515403511776971
00300,6.2000000000000002,2.5546094710819913
00300,6.2666666666666666,2.5561712015012468
00300,6.333333333333333,2.7240591959247222
00300,6.4000000000000004,2.6714248617660115
00300,6.4666666666666668,2.7318457181933389
00300,6.5333333333333332,2.7350014304600809
00300,6.5999999999999996,2.7651798475460003
00300,6.666666666666667,2.7578072541265755
00300,6.7333333333333334,2.5509295461868451
00300,6.7999999999999998,2.2694721526864989
00300,6.8666666666666663,2.0802955940233665
00300,6.9333333333333336,1.8742578393254452
00300,7,1.689107259775434
00300,7.0666666666666664,1.6388516557001473
00300,7.1333333333333337,1.5043403715164791
00300,7.2000000000000002,1.4701981892628084
00300,7.2666666666666666,1.4555532813482941
00300,7.333333333333333,1.5376920946465635
00300,7.4000000000000004,1.6129951754173169
00300,7.4666666666666668,1.7667307179427685
00300,7.5333333333333332,1.6465153874156255
00300,7.5999999999999996,1.5162820889334447
00300,7.666666666666667,1.4274330150016734
00300,7.7333333333333334,1.5909897212251232
00300,7.7999999999999998,1.6432594442512318
00300,7.8666666666666663,1.7175110800944913
00300,7.9333333333333336,1.7002484842032022
00300,8,1.6682978341739072
00300,8.0666666666666664,1.6081854821439685
00300,8.1333333333333329,1.5313924083305441
00300,8.1999999999999993,1.4918423625776842
00300,8.2666666666666675,1.5032217088770792
00300,8.3333333333333339,1.4099762688517405
00300,8.4000000000000004,1.4447930305259902
00300,8.4666666666666668,1.5133201934000113
00300,8.5333333333333332,1.4427921981909078
00300,8.5999999999999996,1.6928531908254909
00300,8.6666666666666661,1.4980734333804389
00300,8.7333333333333325,1.4929119045642387
00300,8.8000000000000007,1.6023837467172326
00300,8.8666666666666671,1.6519531791508022
00300,8.9333333333333336,1.6749017188375759
00300,9,1.8020616021051366
00300,9.0666666666666664,1.7946077814160457
00300,9.1333333333333329,1.913110625418736
00300,9.1999999999999993,1.8887521446809288
00300,9.2666666666666675,1.8814538154372218
00300,9.3333333333333339,1.9026458786649871
00300,9.4000000000000004,2.038164811629513
00300,9.4666666666666668,2.3710710004430444
00300,9.5333333333333332,2.6921342999512259
00300,9.5999999999999996,3.2288467535905916
00300,9.6666666666666661,3.7045305036407381
00300,9.7333333333333325,4.543498277811123
00300,9.8000000000000007,5.6706819766012764
00300,9.8666666666666671,7.2773072847332996
00300,9.9333333333333336,9.783885928356959
00300,10,14.240634245723074
01538,15.868852459016393,0.37928617531393094
01538,15.934426229508198,0.4552941076794329
01538,16,0.58300790562876315
01538,16.065573770491802,0.89576282656949968
01538,16.131147540983605,0.98426007518116454
01538,16.196721311475411,1.3611115414639303
01538,16.262295081967213,1.5161313743501814
01538,16.327868852459016,1.6835694781216541
01538,16.393442622950818,1.9320769446123527
01538,16.459016393442624,2.1593104905553546
01538,16.524590163934427,2.4642404464125627
01538,16.590163934426229,2.6610744494932574
01538,16.655737704918032,2.7838037790873917
01538,16.721311475409838,2.947568916657322
01538,16.78688524590164,3.1258252948099345
01538,16.852459016393443,3.2961362118288537
01538,16.918032786885245,3.5184515870953987
01538,16.983606557377048,3.7625915695734231
01538,17.049180327868854,3.9007150546117275
01538,17.114754098360656,4.2819147056279387
01538,17.180327868852459,4.7486827135571543
01538,17.245901639344261,5.1780452719604533
01538,17.344262295081968,6.4825659951440375
01538,17.409836065573771,6.3748170108739934
01538,17.475409836065573,6.6614782238204091
01538,17.540983606557376,6.4301658202135101
01538,17.606557377049182,6.6354165627713488
